name,header_url,city,county,postal_cod,latitude,longitude,FORMAL_EN,POP_EST,POP_YEAR,GDP_YEAR,ECONOMY,INCOME_GRP,CONTINENT,REGION_UN,SUBREGION,icon_url
CO77IRI MAKER SPACE,http://fablabs.io.s3.amazonaws.com/2020/06/10/07/27/40/e91c095d-dcb2-4a94-9764-e362f4044228/IMG_7907 ????.png,Buk-gu,Gwangju,"61250",35.165263626352797,126.904341946558006,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
Fablab An�huac,http://fablabs.io.s3.amazonaws.com/2020/06/10/22/00/51/54e3decf-db6d-493e-ad58-8b8089b4fddf/0019DSC01452-1.jpg,Tlaxcalancingo,Puebla,"72810",19.021206100000001,-98.262984799999998,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
Wheaton Fab Lab,http://fablabs.io.s3.amazonaws.com/2020/10/17/16/57/23/0b92dfb4-49e1-45e2-aedd-90c3058a2981/Welcome.jpg,Norton,MA,"02766",41.966347499999998,-71.183944699999998,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
TIC4Ed,http://fablabs.io.s3.amazonaws.com/2020/06/22/17/25/57/3178ed54-338d-481f-aad0-6df665fcd4b8/IMG-20190828-WA0001.jpg,Abidjan,Abidjan,,5.356741158955470,-3.925230789224250,Republic of Ivory Coast,"24184810","2017","2016",6. Developing region,4. Lower middle income,Africa,Africa,Western Africa,
Barton Maker Space @ Bradley University,http://fablabs.io.s3.amazonaws.com/2021/05/28/01/06/51/aa361211-01f7-4a82-b27c-10015db89936/IMG_1627.HEIC2.jpg,Peoria,IL,"61625",40.699452600000001,-89.615984699999998,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab Espace Cr�atif,http://fablabs.io.s3.amazonaws.com/2020/06/27/19/54/37/7bc1a6f7-a7ac-4c53-9ef1-e7bb780cc695/learn - make - share(2).png,,,"1904",11.539145800000000,43.114055999999998,Republic of Djibouti,"865267","2017","2016",7. Least developed region,4. Lower middle income,Africa,Africa,Eastern Africa,
Fabriques Alternatives,,Coudures,,"40500",43.689266300000000,-0.519914400000062,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab La Dynamo,,Chamb�ry,,"73000",45.590219900000001,5.920578900000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Shinagawa,http://fablabs.io.s3.amazonaws.com/2020/07/07/06/01/07/bbd75ae3-9082-4e94-9d2c-15aae4d4fe5a/01jshi0000004igy.jpg,Shinagawa-ku,Tokyo,142-0053,35.605527500000001,139.713219400000014,Japan,"126451398","2017","2016",1. Developed region: G7,1. High income: OECD,Asia,Asia,Eastern Asia,
Fablabs Wonju,http://fablabs.io.s3.amazonaws.com/2020/07/07/08/32/11/32dab16f-d49c-4c75-b013-8362606d6609/dd.jpg,Wonju,Ganmgwon-do,"26387",37.339889100000001,127.922003300000000,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
Brooks Crossing Innovation Lab,,Newport News,VA,"23607",36.984147000000000,-76.423710000000000,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Dijital �a? At�lyesi,http://fablabs.io.s3.amazonaws.com/2020/07/15/17/59/43/fd1c7c18-e5d2-4896-aaf2-03e68861dc8f/25311409_2076747722549091_8629665800752540867_o.png,Ankara,Yenimahalle,"06510",39.921250000000001,32.799010000000003,Republic of Turkey,"80845215","2017","2016",4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,
Level21 Crealab Mechelen,http://fablabs.io.s3.amazonaws.com/2020/07/17/07/54/34/b328c869-2969-4409-98ae-05a04be772b3/Spelotheek_September2019.jpg,Mechelen,Antwerpen,"2800",51.023974000000003,4.475351000000000,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Chilero Lab,http://fablabs.io.s3.amazonaws.com/2020/07/19/07/25/24/3e0b8f48-8715-4ab6-b51c-e0c6c77afcc9/WhatsApp Image 2020-06-20 at 4.55.24 PM.jpeg,Villa Nueva,Guatemala,"01064",14.540123599999999,-90.587363499999995,Republic of Guatemala,"15460732","2017","2016",6. Developing region,4. Lower middle income,North America,Americas,Central America,
PlusX Brighton Fablab,http://fablabs.io.s3.amazonaws.com/2020/10/22/13/41/36/f581650c-57e4-4543-9418-49ad0b605841/PlusX-Workshops00003_1_web.jpg,Brighton,East Sussex,BN2 4GL,50.842157999999998,-0.121241000000000,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Laboratoire d'Aix-p�rimentation et de Bidouille,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/49/12/3fdb98cd-d9ad-43a0-9db4-a494f88cf19b/Laboratoire d'Aix-p�rimentation et de Bidouille.jpg,Aix-en-Provence,,"13100",43.514307799999997,5.451475999999960,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Skaperhuset Sor,http://fablabs.io.s3.amazonaws.com/2020/07/27/18/32/06/3a965696-4332-4da9-9ef2-c3980178d66d/Skaperhuset S�r.png,Mosby,Kristiansand,"4619",58.218252800000002,7.908605600000000,Kingdom of Norway,"5320045","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Peak One FabLab,http://fablabs.io.s3.amazonaws.com/2020/07/28/13/43/23/bf218dfa-8627-41a9-8dd3-d0ff9b76a122/IMG_0777.jpg,Valencia,Negros Oriental,"6215",9.286685900000000,123.255484699999997,Republic of the Philippines,"104256076","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
MIT Center for Bits and Atoms- Closed to the Public,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/49/13/23e5068e-0694-4869-9f3d-2889f893a15a/MIT Center for Bits and Atoms- Closed to the Public.jpg,Cambridge,MA,"02142",42.360430000000001,-71.088136700000007,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
IdeaLab Hisar School,http://fablabs.io.s3.amazonaws.com/2020/08/09/19/22/24/f876f18d-85c0-4b5c-850b-e28022af05f1/idealab2.jpg,Istanbul,Kemerburgaz,"34075",41.175429600000001,28.892745399999999,Republic of Turkey,"80845215","2017","2016",4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,
Fablab BIIC,http://fablabs.io.s3.amazonaws.com/2020/08/13/06/37/02/725e0b18-7d9d-4199-b09c-68848a3fdbd4/3.jpg,Th? D?u M?t,Binh Duong province,"75000",10.986324600000000,106.676137600000004,Socialist Republic of Vietnam,"96160163","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
DHVSU FabLab,,Bacolor,Pampanga,"2001",14.998361299999999,120.649870199999995,Republic of the Philippines,"104256076","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
FABLAB NANGANG,http://fablabs.io.s3.amazonaws.com/2020/09/01/02/01/45/89d23a21-da7d-4947-b243-29578bfc8b10/3_A2+B?-???2_W295xH195cm.jpg,Taipei City,,"115",25.054064900000000,121.605785499999996,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
FabLab de N�mes,http://fablabs.io.s3.amazonaws.com/2020/08/31/16/04/03/02a3e754-9c55-4315-a9b3-86f8c6fa6613/Groupe1 - Copie.jpg,N�mes,,"30000",43.821164400000001,4.368281000000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FamiLAB,,Orlando,Florida,"32801",28.538335499999999,-81.379236500000005,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fablab Dynamic,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/49/15/6c0b4a64-862a-4fb1-bd8e-85c3e2938bf0/Fablab Dynamic.jpg,Taipei City,Taiwan,"111",25.105841000000002,121.522079000000005,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
NJV Akhuwat FabLab,http://fablabs.io.s3.amazonaws.com/2020/08/30/08/17/44/6fb21e39-abd6-4906-a3b6-c3180fb54e66/Annotation 2020-08-30 124727.png,Karachi,Sindh,"75600",24.862361600000000,67.019662800000006,Islamic Republic of Pakistan,"204924861","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,Southern Asia,
FabLab Nanchang,http://fablabs.io.s3.amazonaws.com/2020/08/31/10/44/57/1709815b-714c-4db3-8565-82f7a2ac54b3/????_20200403152726.jpg,Nanchang,Jiangxi,,28.682984000000001,115.962143999999995,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
ORTO URBANO MAKERSPACE,http://fablabs.io.s3.amazonaws.com/2020/08/31/11/13/10/6ca6c80d-5d27-4040-a275-186525030924/fablab.jpg,Manfredonia,Puglia / Foggia,"71043",41.630995599999999,15.912789999999999,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fablab  Guldborgsund,,Nyk�bing Falster,Guldborgsund,"4800",54.769851000000003,11.870290000000001,Kingdom of Denmark,"5605948","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fab Lab Ellesmere Port,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/49/16/31d13bab-eaba-4783-845a-8a14f96e0621/Fab Lab Ellesmere Port.jpg,Ellesmere Port,Cheshire,CH65 8AB,53.279845500000000,-2.899300400000020,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
La Filature 2.0,http://fablabs.io.s3.amazonaws.com/2020/11/18/08/20/07/013b4743-4832-4937-b5b9-26a8d6517e38/roverta banner.jpg,Ronchamp,Haute Sa�ne,"70250",47.700453199999998,6.638403400000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Minvayu,,Auroville,Tamil Nadu,"605101",12.015561099999999,79.797887200000005,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Studio 5t,http://fablabs.io.s3.amazonaws.com/2021/12/26/12/38/56/ec18ac0b-cee1-4931-b0d2-dfaf9a7e324d/Slider.jpg,Roma,Italy,"00186",41.900700299999997,12.468987400000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fablab du pays de Lorient,http://fablabs.io.s3.amazonaws.com/2020/09/30/12/35/19/cafb4bc4-09de-43b5-8bad-5d848dd25a2e/fablab-merci-FB-cover.png,Ploemeur,,"56270",47.741806300000000,-3.407322900000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FADA FabLab University of Johannesburg,,Johannesburg,Gauteng,"2092",-26.188016999999999,28.017095099999999,Republic of South Africa,"54841552","2017","2016",5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,
IZYlab,http://fablabs.io.s3.amazonaws.com/2020/10/01/12/19/59/2359418f-862f-4370-bd30-a09305b12d37/IZYlab_reparecafe_jpg.jpg,V�lizy-Villacoublay,,"78140",48.783005199999998,2.175916200000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Underes �tzisloo,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/49/18/48d26f6f-42b6-4c9c-b5cd-18648d65ffbd/FabLab Underes �tzisloo.jpg,Merishausen,,"8232",47.761913700000001,8.585324799999970,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab du Grand Figeac,http://fablabs.io.s3.amazonaws.com/2020/10/08/12/49/20/cb49f1ab-c1df-4e5c-be36-66517c70c363/25512-190122165631948-0.jpg,Figeac,,"46100",44.608288000000002,2.032871000000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Colmayor,http://fablabs.io.s3.amazonaws.com/2020/10/09/23/36/12/9493e852-742c-4ab1-9baf-65ee49adaff6/HEADER.jpeg,Medell�n,Antioquia,,6.272814600000000,-75.589806999999993,Republic of Colombia,"47698524","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
ArD TechLab,http://fablabs.io.s3.amazonaws.com/2020/11/17/19/41/46/4b2c9637-641e-4186-a8bc-27adbb8b7a35/IMG_4940-.jpg,Beirut,,P.0. Box: 11-0236,33.899959600000003,35.483754599999997,Lebanese Republic,"6229794","2017","2016",6. Developing region,3. Upper middle income,Asia,Asia,Western Asia,
Africa Robot,,Yaounde,Centre,"20275",4.338841869367480,11.437464624023400,Republic of Cameroon,"24994885","2017","2016",6. Developing region,4. Lower middle income,Africa,Africa,Middle Africa,
FabLab4D,,Quebec,Qu�bec,G2A 3R5,46.852863100000000,-71.381551900000005,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab Paju,,Paju,Gyeonggi,"10859",37.784864300000002,126.702601400000006,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
